algoritmo,instancia,vertices,arestas,otimo,resultado,inicio,fim
guloso,anna,138,493,0,11,2023-02-22 23:21:25.531310,2023-02-22 23:21:26.555160
dsatur,anna,138,493,0,11,2023-02-22 23:21:26.555180,2023-02-22 23:21:27.174465
rlf,anna,138,493,0,12,2023-02-22 23:21:27.174469,2023-02-22 23:21:27.175066
guloso,anna,138,493,0,12,2023-02-23 01:02:12.498937,2023-02-23 01:02:14.100725
dsatur,anna,138,493,0,11,2023-02-23 01:02:14.100731,2023-02-23 01:02:14.928728
rlf,anna,138,493,0,11,2023-02-23 01:02:14.928734,2023-02-23 01:02:14.929456
guloso,anna,138,493,0,11,2023-02-23 02:45:49.769721,2023-02-23 02:45:51.209800
dsatur,anna,138,493,0,11,2023-02-23 02:45:51.209806,2023-02-23 02:45:51.903996
rlf,anna,138,493,0,12,2023-02-23 02:45:51.904001,2023-02-23 02:45:51.904737
guloso,anna,138,493,0,11,2023-02-23 04:29:46.481373,2023-02-23 04:29:47.992041
dsatur,anna,138,493,0,11,2023-02-23 04:29:47.992047,2023-02-23 04:29:48.778413
rlf,anna,138,493,0,12,2023-02-23 04:29:48.778420,2023-02-23 04:29:48.779128
guloso,anna,138,493,0,11,2023-02-23 06:14:51.516878,2023-02-23 06:14:52.913065
dsatur,anna,138,493,0,11,2023-02-23 06:14:52.913070,2023-02-23 06:14:53.955996
rlf,anna,138,493,0,11,2023-02-23 06:14:53.956000,2023-02-23 06:14:53.956713
guloso,anna,138,493,0,11,2023-02-23 07:58:49.745483,2023-02-23 07:58:50.950495
dsatur,anna,138,493,0,11,2023-02-23 07:58:50.950500,2023-02-23 07:58:51.853037
rlf,anna,138,493,0,12,2023-02-23 07:58:51.853043,2023-02-23 07:58:51.853749
guloso,anna,138,493,0,11,2023-02-23 09:42:35.367087,2023-02-23 09:42:36.918869
dsatur,anna,138,493,0,11,2023-02-23 09:42:36.918875,2023-02-23 09:42:37.937614
rlf,anna,138,493,0,12,2023-02-23 09:42:37.937623,2023-02-23 09:42:37.938347
guloso,anna,138,493,0,12,2023-02-23 11:26:32.581373,2023-02-23 11:26:34.104136
dsatur,anna,138,493,0,11,2023-02-23 11:26:34.104141,2023-02-23 11:26:35.099720
rlf,anna,138,493,0,11,2023-02-23 11:26:35.099724,2023-02-23 11:26:35.100451
guloso,anna,138,493,0,11,2023-02-23 13:11:11.125023,2023-02-23 13:11:12.343635
dsatur,anna,138,493,0,11,2023-02-23 13:11:12.343641,2023-02-23 13:11:13.106978
rlf,anna,138,493,0,12,2023-02-23 13:11:13.106984,2023-02-23 13:11:13.107688
guloso,anna,138,493,0,11,2023-02-23 14:55:32.948813,2023-02-23 14:55:34.199475
dsatur,anna,138,493,0,11,2023-02-23 14:55:34.199480,2023-02-23 14:55:35.171821
rlf,anna,138,493,0,11,2023-02-23 14:55:35.171827,2023-02-23 14:55:35.172557
guloso,david,87,406,0,12,2023-02-23 16:39:20.672303,2023-02-23 16:39:20.833760
dsatur,david,87,406,0,11,2023-02-23 16:39:20.833766,2023-02-23 16:39:20.929338
rlf,david,87,406,0,12,2023-02-23 16:39:20.929342,2023-02-23 16:39:20.929698
guloso,david,87,406,0,12,2023-02-23 17:07:00.780842,2023-02-23 17:07:00.916219
dsatur,david,87,406,0,11,2023-02-23 17:07:00.916223,2023-02-23 17:07:01.015202
rlf,david,87,406,0,12,2023-02-23 17:07:01.015206,2023-02-23 17:07:01.015548
guloso,david,87,406,0,12,2023-02-23 17:34:38.303415,2023-02-23 17:34:38.450342
dsatur,david,87,406,0,11,2023-02-23 17:34:38.450355,2023-02-23 17:34:38.552332
rlf,david,87,406,0,11,2023-02-23 17:34:38.552339,2023-02-23 17:34:38.552720
guloso,david,87,406,0,13,2023-02-23 18:02:07.174838,2023-02-23 18:02:07.316748
dsatur,david,87,406,0,11,2023-02-23 18:02:07.316753,2023-02-23 18:02:07.406021
rlf,david,87,406,0,12,2023-02-23 18:02:07.406025,2023-02-23 18:02:07.406358
guloso,david,87,406,0,11,2023-02-23 18:29:58.819364,2023-02-23 18:29:58.998930
dsatur,david,87,406,0,11,2023-02-23 18:29:58.998935,2023-02-23 18:29:59.091262
rlf,david,87,406,0,12,2023-02-23 18:29:59.091268,2023-02-23 18:29:59.091624
guloso,david,87,406,0,12,2023-02-23 18:57:27.084051,2023-02-23 18:57:27.260198
dsatur,david,87,406,0,11,2023-02-23 18:57:27.260202,2023-02-23 18:57:27.353750
rlf,david,87,406,0,12,2023-02-23 18:57:27.353756,2023-02-23 18:57:27.354131
guloso,david,87,406,0,13,2023-02-23 19:25:01.117317,2023-02-23 19:25:01.284870
dsatur,david,87,406,0,11,2023-02-23 19:25:01.284875,2023-02-23 19:25:01.375100
rlf,david,87,406,0,11,2023-02-23 19:25:01.375106,2023-02-23 19:25:01.375458
guloso,david,87,406,0,12,2023-02-23 19:52:36.861272,2023-02-23 19:52:37.020813
dsatur,david,87,406,0,11,2023-02-23 19:52:37.020818,2023-02-23 19:52:37.113904
rlf,david,87,406,0,12,2023-02-23 19:52:37.113908,2023-02-23 19:52:37.114247
guloso,david,87,406,0,11,2023-02-23 20:20:12.389974,2023-02-23 20:20:12.562580
dsatur,david,87,406,0,11,2023-02-23 20:20:12.562586,2023-02-23 20:20:12.651041
rlf,david,87,406,0,11,2023-02-23 20:20:12.651044,2023-02-23 20:20:12.651419
guloso,david,87,406,0,11,2023-02-23 20:47:30.945423,2023-02-23 20:47:31.092938
dsatur,david,87,406,0,11,2023-02-23 20:47:31.092945,2023-02-23 20:47:31.185516
rlf,david,87,406,0,12,2023-02-23 20:47:31.185522,2023-02-23 20:47:31.185887
guloso,games120,120,638,0,9,2023-02-23 21:15:13.421912,2023-02-23 21:15:13.827883
dsatur,games120,120,638,0,9,2023-02-23 21:15:13.827888,2023-02-23 21:15:14.121057
rlf,games120,120,638,0,9,2023-02-23 21:15:14.121062,2023-02-23 21:15:14.121685
guloso,games120,120,638,0,9,2023-02-23 22:57:51.169050,2023-02-23 22:57:51.539248
dsatur,games120,120,638,0,9,2023-02-23 22:57:51.539254,2023-02-23 22:57:51.864888
rlf,games120,120,638,0,9,2023-02-23 22:57:51.864893,2023-02-23 22:57:51.865548
guloso,games120,120,638,0,9,2023-02-24 00:41:01.759002,2023-02-24 00:41:02.155515
dsatur,games120,120,638,0,9,2023-02-24 00:41:02.155522,2023-02-24 00:41:02.457458
rlf,games120,120,638,0,10,2023-02-24 00:41:02.457462,2023-02-24 00:41:02.458065
guloso,games120,120,638,0,9,2023-02-24 02:24:58.169884,2023-02-24 02:24:58.570488
dsatur,games120,120,638,0,9,2023-02-24 02:24:58.570494,2023-02-24 02:24:58.890289
rlf,games120,120,638,0,9,2023-02-24 02:24:58.890293,2023-02-24 02:24:58.890911
guloso,games120,120,638,0,9,2023-02-24 04:08:27.425038,2023-02-24 04:08:27.848534
dsatur,games120,120,638,0,9,2023-02-24 04:08:27.848550,2023-02-24 04:08:28.164474
rlf,games120,120,638,0,9,2023-02-24 04:08:28.164480,2023-02-24 04:08:28.165118
guloso,games120,120,638,0,9,2023-02-24 05:52:01.089717,2023-02-24 05:52:01.501603
dsatur,games120,120,638,0,9,2023-02-24 05:52:01.501608,2023-02-24 05:52:01.802236
rlf,games120,120,638,0,9,2023-02-24 05:52:01.802240,2023-02-24 05:52:01.802868
guloso,games120,120,638,0,9,2023-02-24 07:35:50.278647,2023-02-24 07:35:50.668982
dsatur,games120,120,638,0,9,2023-02-24 07:35:50.668986,2023-02-24 07:35:50.963817
rlf,games120,120,638,0,9,2023-02-24 07:35:50.963822,2023-02-24 07:35:50.964444
guloso,games120,120,638,0,9,2023-02-24 09:19:16.641363,2023-02-24 09:19:17.027591
dsatur,games120,120,638,0,9,2023-02-24 09:19:17.027596,2023-02-24 09:19:17.320440
rlf,games120,120,638,0,9,2023-02-24 09:19:17.320446,2023-02-24 09:19:17.321093
guloso,games120,120,638,0,9,2023-02-24 11:02:45.250914,2023-02-24 11:02:45.659306
dsatur,games120,120,638,0,9,2023-02-24 11:02:45.659311,2023-02-24 11:02:45.991968
rlf,games120,120,638,0,9,2023-02-24 11:02:45.991972,2023-02-24 11:02:45.992591
guloso,games120,120,638,0,9,2023-02-24 12:45:44.082125,2023-02-24 12:45:44.483630
dsatur,games120,120,638,0,9,2023-02-24 12:45:44.483637,2023-02-24 12:45:44.812201
rlf,games120,120,638,0,9,2023-02-24 12:45:44.812206,2023-02-24 12:45:44.812812
guloso,huck,74,301,0,11,2023-02-24 20:44:55.189698,2023-02-24 20:44:55.257215
dsatur,huck,74,301,0,11,2023-02-24 20:44:55.257220,2023-02-24 20:44:55.305713
rlf,huck,74,301,0,11,2023-02-24 20:44:55.305721,2023-02-24 20:44:55.306030
guloso,huck,74,301,0,11,2023-02-24 21:02:14.400973,2023-02-24 21:02:14.488184
dsatur,huck,74,301,0,11,2023-02-24 21:02:14.488190,2023-02-24 21:02:14.523561
rlf,huck,74,301,0,11,2023-02-24 21:02:14.523562,2023-02-24 21:02:14.523828
guloso,huck,74,301,0,11,2023-02-24 21:19:02.422659,2023-02-24 21:19:02.497485
dsatur,huck,74,301,0,11,2023-02-24 21:19:02.497490,2023-02-24 21:19:02.537725
rlf,huck,74,301,0,11,2023-02-24 21:19:02.537728,2023-02-24 21:19:02.537989
guloso,huck,74,301,0,11,2023-02-24 21:35:58.947326,2023-02-24 21:35:59.019937
dsatur,huck,74,301,0,11,2023-02-24 21:35:59.019942,2023-02-24 21:35:59.063204
rlf,huck,74,301,0,11,2023-02-24 21:35:59.063207,2023-02-24 21:35:59.063479
guloso,huck,74,301,0,11,2023-02-24 21:53:01.882568,2023-02-24 21:53:01.959822
dsatur,huck,74,301,0,11,2023-02-24 21:53:01.959827,2023-02-24 21:53:02.003063
rlf,huck,74,301,0,11,2023-02-24 21:53:02.003064,2023-02-24 21:53:02.003348
